id,database,title,authors,year,journal_type,journal,citations,url,pdf
192,Google Scholar,Mining team characteristics to predict Wikipedia article quality,"G Gimon Betancourt, A Segnini, C Trabuco, A Rezgui…",2016,unknown,2016,0,https://econpapers.repec.org/paper/haljournl/hal-01354368.htm,N/A
193,Google Scholar,Quality of References Supporting Urologic Articles on Wikipedia,MC Strother,2014,Conference,"Medicine 2.0 Conference, 2014",0,https://www.medicine20congress.org/index.php/med/med2014/paper/view/2663,N/A
194,Google Scholar,Information Quality dimensions of Information Science articles in English Wikipedia: exploring the relationship between ranking of the Wikipedia articles in search …,"Z Yousefi, A Jowkar",2018,unknown,"Librarianship and Information Organization …, 2018",0,http://nastinfo.nlai.ir/article_2263.html?lang=en,N/A
195,Google Scholar,Correction to: Application of SEO Metrics to Determine the Quality of Wikipedia Articles and Their Sources,"W Lewoniewski, RC Härting, K Węcel…",2018,unknown,"… on Information and …, 2018",0,https://link.springer.com/content/pdf/10.1007/978-3-319-99972-2_49.pdf,N/A
196,Google Scholar,Quality of open content in Wikipedia: towards a broader view of expertise?,PB de Laat,2011,unknown,"The Social Impact of Social Computing, 2011",0,https://www.researchgate.net/profile/Simon-Rogerson/publication/296786273_ETHICOMP_2011_Conference_Proceedings_The_Social_Impact_of_Social_Computing/links/56da9c8908aebe4638bbe3e0/ETHICOMP-2011-Conference-Proceedings-The-Social-Impact-of-Social-Computing.pdf#page=251,https://www.researchgate.net/profile/Simon-Rogerson/publication/296786273_ETHICOMP_2011_Conference_Proceedings_The_Social_Impact_of_Social_Computing/links/56da9c8908aebe4638bbe3e0/ETHICOMP-2011-Conference-Proceedings-The-Social-Impact-of-Social-Computing.pdf#page=251
197,Google Scholar,Predicting Low-Quality Wikipedia Articles Using User's Judgements,"N Zhang, L Ruan, L Si",2015,unknown,"Roles, Trust, and Reputation in Social Media …, 2015",0,https://link.springer.com/chapter/10.1007/978-3-319-05467-4_6,N/A
198,Google Scholar,"CATEGORY"" UKRAINE"" IN WIKIPEDIA: QUALITY OF TRANSLATION OF WIKI-ARTICLES ABOUT UKRAINIAN NATIONAL MUSICAL INSTRUMENTS INTO ENGLISH","I Halamay, U Drohomyretska",N/A,unknown,ББК 81.2 Т65,0,http://eprints.zu.edu.ua/id/eprint/31069/contents#page=33,N/A
199,Google Scholar,An Investigation of the Relationship between the Amount of Extra-textual Data and the Quality of Wikipedia Articles,"MY Himoro, R Hanada, M Cristo…",2013,Conference,"Proceedings of the 19th …, 2013",0,https://dl.acm.org/doi/abs/10.1145/2526188.2526218,https://www.academia.edu/download/47437537/p333-himoro.pdf
200,Google Scholar,Is Wikipedia a High Quality Evidence-Based Resource?,B Wiedermann,2016,unknown,2016,0,https://publications.aap.org/journal-blogs/blog/3607/Is-Wikipedia-a-High-Quality-Evidence-Based,N/A
201,Google Scholar,Ranking of Wikipedia articles in search engines revisited: Fair ranking for reasonable quality?,"U Spree, D Lewandowski",2010,unknown,2010,0,http://eprints.rclis.org/16051/,http://eprints.rclis.org/16051/1/Wikipedia_Lewandowski-Spree_preprint.pdf
202,Google Scholar,Monitoring network structure and content quality of signal processing articles on wikipedia,"TC Lee, J Unnikrishnan",2013,Conference,"2013 IEEE International Conference …, 2013",0,https://ieeexplore.ieee.org/abstract/document/6639378/,https://infoscience.epfl.ch/record/184967/files/icassp13-spwiki-submit2.pdf
203,Google Scholar,Quick fix or citable source? Carol Haigh investigates the quality and rigour of using Wikipedia in support of academic research,C Haigh,2011,unknown,"Nursing Standard, 2011",0,https://go.gale.com/ps/i.do?id=GALE%7CA259077317&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00296570&p=HRCA&sw=w,N/A
204,Google Scholar,"Internal Bonding, External Bridging and Functional Diversity: Impact of Social Capital on the Quality of Wikipedia Articles","S Ram, J Liu",2011,Conference,"21st Workshop on Information Technologies & …, 2011",0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2249550,N/A
205,Google Scholar,Quality Assessment of Wikipedia Articles Using h-index (Preprint),S Yu,2015,unknown,"情報処理学会論文誌, 2015",0,https://ci.nii.ac.jp/naid/110009867091/,N/A
206,Google Scholar,THE ADOPTION OF WIKIPEDIA: A COMMUNITY-AND INFORMATION QUALITY-BASED VIEW,T County,N/A,unknown,N/A,0,https://www.researchgate.net/profile/Shu-Chen-Yang-2/publication/221229622_The_Adoption_of_Wikipedia_A_Community-_and_Information_Quality-Based_View/links/53f5f5b00cf2fceacc6f8579/The-Adoption-of-Wikipedia-A-Community-and-Information-Quality-Based-View.pdf,https://www.researchgate.net/profile/Shu-Chen-Yang-2/publication/221229622_The_Adoption_of_Wikipedia_A_Community-_and_Information_Quality-Based_View/links/53f5f5b00cf2fceacc6f8579/The-Adoption-of-Wikipedia-A-Community-and-Information-Quality-Based-View.pdf
207,Google Scholar,Towards the automatic evaluation of stylistic quality of natural texts: constructing a special-purpose corpus of stylistic edits from the Wikipedia revision history,A Kotlyarov,2016,unknown,2016,0,https://bora.uib.no/bora-xmlui/handle/1956/15228,https://bora.uib.no/bora-xmlui/bitstream/handle/1956/15228/149870132.pdf?sequence=1&isAllowed=y
208,Google Scholar,CMPSCI 645 Final Report Quality Evaluation of Wikipedia Articles,"BI Simidchieva, SC Christov",N/A,unknown,N/A,0,https://upload.wikimedia.org/wikipedia/commons/8/87/Group8FinalReport.pdf,https://upload.wikimedia.org/wikipedia/commons/8/87/Group8FinalReport.pdf
209,Google Scholar,Dark matter at 5800 An investigation of the quality of user-contributed entries on the topic of dark matter in Wikipedia and other types of texts,L Aijmer,2018,unknown,2018,0,https://gupea.ub.gu.se/handle/2077/57981,https://gupea.ub.gu.se/bitstream/handle/2077/57981/gupea_2077_57981_1.pdf?sequence=1
210,Google Scholar,Wiki Evolution dataset: English Wikipedia revision articles represented by quality attributes,"AL Sanches, SDV Júnior, DH Dalip…",2022,unknown,"Anais do IV Dataset …, 2022",0,https://sol.sbc.org.br/index.php/dsw/article/view/21911,https://sol.sbc.org.br/index.php/dsw/article/download/21911/21734
211,Google Scholar,Polish Wikipedia Articles Quality Assessment,M Rubikowski,2014,unknown,2014,0,https://repo.pw.edu.pl/info/master/WUTe9e0612829ac41499b286b174d139e41/,N/A
212,Google Scholar,"… оценка на примере проекта Wikipedia. Computational trust in web content quality: a comparative evaluation on the Wikipedia project. Dondio Pierpaolo, Barrett …",ВИ Этов,2008,unknown,"Автоматика и вычислительная техника, 2008",0,https://elibrary.ru/item.asp?id=11711609,N/A
213,ACM,Cooperation and quality in wikipedia,"Dennis M. Wilkinson, Bernardo A. Huberman",2007,Conference,"WikiSym '07: Proceedings of the 2007 international symposium on Wikis, October 2007, pp 157-164",154,https://dl.acm.org/doi/10.1145/1296951.1296968,https://dl.acm.org/doi/pdf/10.1145/1296951.1296968
214,ACM,Statistical measure of quality in Wikipedia,"Sara Javanmardi, Cristina Lopes",2010,Conference,"SOMA '10: Proceedings of the First Workshop on Social Media Analytics, July 2010, pp 132-138",26,https://dl.acm.org/doi/10.1145/1964858.1964876,https://dl.acm.org/doi/pdf/10.1145/1964858.1964876
215,ACM,Information quality work organization in wikipedia,"Besiki Stvilia, Michael B. Twidale, Linda C. Smith, Les Gasser",2008,Journal,"Journal of the American Society for Information Science and Technology (JASIST), Volume 59, Issue 6, April 2008, pp 983-1001",85,https://dl.acm.org/doi/10.5555/1358262.1358274,N/A
216,ACM,Towards automatic quality assurance in Wikipedia,"Maik Anderka, Benno Stein, Nedim Lipka",2011,Conference,"WWW '11: Proceedings of the 20th international conference companion on World wide web, March 2011, pp 5-6",14,https://dl.acm.org/doi/10.1145/1963192.1963196,https://dl.acm.org/doi/pdf/10.1145/1963192.1963196
217,ACM,Assessing the Quality of Wikipedia Articles,Quang-Vinh Dang,2021,Conference,"ICMLSC'21: 2021 The 5th International Conference on Machine Learning and Soft Computing, January 2021, pp 1-4",0,https://dl.acm.org/doi/10.1145/3453800.3453801,https://dl.acm.org/doi/pdf/10.1145/3453800.3453801
218,ACM,Determinants of wikipedia quality: the roles of global and local contribution inequality,"Ofer Arazy, Oded Nov",2010,Conference,"CSCW '10: Proceedings of the 2010 ACM conference on Computer supported cooperative work, February 2010, pp 233-236",48,https://dl.acm.org/doi/10.1145/1718918.1718963,https://dl.acm.org/doi/pdf/10.1145/1718918.1718963
219,ACM,Measuring article quality in wikipedia: models and evaluation,"Meiqun Hu, Ee-Peng Lim, Aixin Sun, Hady Wirawan Lauw, Ba-Quy Vuong",2007,Conference,"CIKM '07: Proceedings of the sixteenth ACM conference on Conference on information and knowledge management, November 2007, pp 243-252",165,https://dl.acm.org/doi/10.1145/1321440.1321476,https://dl.acm.org/doi/pdf/10.1145/1321440.1321476
220,ACM,Article quality classification on Wikipedia: introducing document embeddings and content features,"Manuel Schmidt, Eva Zangerle",2019,Conference,"OpenSym '19: Proceedings of the 15th International Symposium on Open Collaboration, August 2019, Article No.: 13, pp 1-8",2,https://dl.acm.org/doi/10.1145/3306446.3340831,https://dl.acm.org/doi/pdf/10.1145/3306446.3340831
221,ACM,Information Quality in Wikipedia: The Effects of Group Composition and Task Conflict,"Ofer Arazy, Oded Nov, Raymond Patterson, Lisa Yeo",2011,Journal,"Journal of Management Information Systems (JMIS), Volume 27, Issue 4, Number 4 / Spring 2011, pp 71-98",49,https://dl.acm.org/doi/10.2753/MIS0742-1222270403,N/A
222,ACM,On improving wikipedia search using article quality,"Meiqun Hu, Ee-Peng Lim, Aixin Sun, Hady Wirawan Lauw, Ba-Quy Vuong",2007,Conference,"WIDM '07: Proceedings of the 9th annual ACM international workshop on Web information and data management, November 2007, pp 145-152",9,https://dl.acm.org/doi/10.1145/1316902.1316926,https://dl.acm.org/doi/pdf/10.1145/1316902.1316926
223,ACM,Good quality complementary information for multilingual wikipedia,"Yu Suzuki, Yuya Fujiwara, Yukio Konishi, Akiyo Nadamoto",2012,Conference,"WISE'12: Proceedings of the 13th international conference on Web Information Systems Engineering, November 2012, pp 185-198",0,https://dl.acm.org/doi/10.1007/978-3-642-35063-4_14,N/A
224,ACM,On measuring the quality of Wikipedia articles,"Gabriel De la Calzada, Alex Dekhtyar",2010,Conference,"WICOW '10: Proceedings of the 4th workshop on Information credibility, April 2010, pp 11-18",35,https://dl.acm.org/doi/10.1145/1772938.1772943,https://dl.acm.org/doi/pdf/10.1145/1772938.1772943
225,ACM,Automatically assessing the quality of Wikipedia contents,"Elias Bassani, Marco Viviani",2019,Conference,"SAC '19: Proceedings of the 34th ACM/SIGAPP Symposium on Applied Computing, April 2019, pp 804-807",2,https://dl.acm.org/doi/10.1145/3297280.3297357,https://dl.acm.org/doi/pdf/10.1145/3297280.3297357
226,ACM,"Quality Change: Norm or Exception? Measurement, Analysis and Detection of Quality Change in Wikipedia","Paramita Das, Bhanu Prakash Reddy Guda, Sasi Bhushan Seelaboyina, Soumya Sarkar, Animesh Mukherjee",2022,Conference,"Proceedings of the ACM on Human-Computer Interaction (PACMHCI), Volume 6, Issue CSCW1, April 2022, Article No.: 112, pp 1-36",0,https://dl.acm.org/doi/10.1145/3512959,https://dl.acm.org/doi/pdf/10.1145/3512959
227,ACM,Measuring the Quality of Edits to Wikipedia,Susan Biancani,2014,Conference,"OpenSym '14: Proceedings of The International Symposium on Open Collaboration, August 2014, pp 1-3",7,https://dl.acm.org/doi/10.1145/2641580.2641621,https://dl.acm.org/doi/pdf/10.1145/2641580.2641621
228,ACM,A breakdown of quality flaws in Wikipedia,"Maik Anderka, Benno Stein",2012,Conference,"WebQuality '12: Proceedings of the 2nd Joint WICOW/AIRWeb Workshop on Web Quality, April 2012, pp 11-18",15,https://dl.acm.org/doi/10.1145/2184305.2184309,https://dl.acm.org/doi/pdf/10.1145/2184305.2184309
229,ACM,Quality Assessment of Wikipedia Articles without Feature Engineering,"Quang Vinh Dang, Claudia-Lavinia Ignat",2016,Conference,"JCDL '16: Proceedings of the 16th ACM/IEEE-CS on Joint Conference on Digital Libraries, June 2016, pp 27-30",31,https://dl.acm.org/doi/10.1145/2910896.2910917,https://dl.acm.org/doi/pdf/10.1145/2910896.2910917
230,ACM,Quality assessment of Wikipedia content using topic models,"Lauro C. J. Santos, Taís Christofani, Ismael S. Silva, Daniel H. Dalip",2019,Conference,"WebMedia '19: Proceedings of the 25th Brazillian Symposium on Multimedia and the Web, October 2019, pp 249-252",2,https://dl.acm.org/doi/10.1145/3323503.3360628,https://dl.acm.org/doi/pdf/10.1145/3323503.3360628
231,ACM,Classifying Wikipedia Article Quality With Revision History Networks,"Narun Raman, Nathaniel Sauerberg, Jonah Fisher, Sneha Narayan",2020,Conference,"OpenSym '20: Proceedings of the 16th International Symposium on Open Collaboration, August 2020, Article No.: 5, pp 1-7",6,https://dl.acm.org/doi/10.1145/3412569.3412581,https://dl.acm.org/doi/pdf/10.1145/3412569.3412581
232,ACM,Assessing the quality of information on wikipedia: A deep‐learning approach,"Ping Wang, Xiaodan Li",2019,Journal,"Journal of the Association for Information Science and Technology (JAIST), Volume 71, Issue 1, January 2020, pp 16-28",3,https://dl.acm.org/doi/10.1002/asi.24210,N/A
233,ACM,Mining team characteristics to predict Wikipedia article quality,"Grace Gimon Betancourt, Armando Segnine, Carlos Trabuco, Amira Rezgui, Nicolas Jullien",2016,Conference,"OpenSym '16: Proceedings of the 12th International Symposium on Open Collaboration, August 2016, Article No.: 15, pp 1-9",5,https://dl.acm.org/doi/10.1145/2957792.2971802,https://dl.acm.org/doi/pdf/10.1145/2957792.2971802
234,ACM,Assessing the Quality of Wikipedia Editors through Crowdsourcing,"Yu Suzuki, Satoshi Nakamura",2016,Conference,"WWW '16 Companion: Proceedings of the 25th International Conference Companion on World Wide Web, April 2016, pp 1001-1006",7,https://dl.acm.org/doi/10.1145/2872518.2891113,https://dl.acm.org/doi/pdf/10.1145/2872518.2891113
235,ACM,Measuring Article Quality in Wikipedia using the Collaboration Network,"Baptiste de La Robertie, Yoann Pitarch, Olivier Teste",2015,Conference,"ASONAM '15: Proceedings of the 2015 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining 2015, August 2015, pp 464-471",21,https://dl.acm.org/doi/10.1145/2808797.2808895,https://dl.acm.org/doi/pdf/10.1145/2808797.2808895
236,ACM,Mining the Factors Affecting the Quality of Wikipedia Articles,"Kewen Wu, Qinghua Zhu, Yuxiang Zhao, Hua Zheng",2010,Conference,"ISME '10: Proceedings of the 2010 International Conference of Information Science and Management Engineering - Volume 01, August 2010, pp 343-346",3,https://dl.acm.org/doi/10.1109/ISME.2010.114,N/A
237,ACM,Evaluating the trustworthiness of Wikipedia articles through quality and credibility,"Sai T. Moturu, Huan Liu",2009,Conference,"WikiSym '09: Proceedings of the 5th International Symposium on Wikis and Open Collaboration, October 2009, Article No.: 28, pp 1-2",12,https://dl.acm.org/doi/10.1145/1641309.1641349,https://dl.acm.org/doi/pdf/10.1145/1641309.1641349
238,ACM,Assessing the quality of Wikipedia articles with lifecycle based metrics,"Thomas Wöhner, Ralf Peters",2009,Conference,"WikiSym '09: Proceedings of the 5th International Symposium on Wikis and Open Collaboration, October 2009, Article No.: 16, pp 1-10",66,https://dl.acm.org/doi/10.1145/1641309.1641333,https://dl.acm.org/doi/pdf/10.1145/1641309.1641333
239,ACM,Structural Analysis of Wikigraph to Investigate Quality Grades of Wikipedia Articles,"Anamika Chhabra, Shubham Srivastava, S. R. S. Iyengar, Poonam Saini",2021,Conference,"WWW '21: Companion Proceedings of the Web Conference 2021, April 2021, pp 584-590",1,https://dl.acm.org/doi/10.1145/3442442.3452345,https://dl.acm.org/doi/pdf/10.1145/3442442.3452345
240,ACM,A Large-scale Study of Wikipedia Users' Quality of Experience,"Flavia Salutari, Diego Da Hora, Gilles Dubuc, Dario Rossi",2019,Conference,"WWW '19: The World Wide Web Conference, May 2019, pp 3194-3200",6,https://dl.acm.org/doi/10.1145/3308558.3313467,https://dl.acm.org/doi/pdf/10.1145/3308558.3313467
241,ACM,Interpolating Quality Dynamics in Wikipedia and Demonstrating the Keilana Effect,Aaron Halfaker,2017,Conference,"OpenSym '17: Proceedings of the 13th International Symposium on Open Collaboration, August 2017, Article No.: 19, pp 1-9",19,https://dl.acm.org/doi/10.1145/3125433.3125475,N/A
242,ACM,Quality evaluation of wikipedia articles through edit history and editor groups,"Se Wang, Mizuho Iwaihara",2011,Conference,"APWeb'11: Proceedings of the 13th Asia-Pacific web conference on Web technologies and applications, April 2011, pp 188-199",2,https://dl.acm.org/doi/10.5555/1996794.1996820,N/A
243,ACM,Analyzing Wikipedia Users&#x2019; Perceived Quality of Experience: A Large-Scale Study,"Flavia Salutari, Diego Da Hora, Gilles Dubuc, Dario Rossi",2020,unknown,"IEEE Transactions on Network and Service Management (ITNSM), Volume 17, Issue 2, June 2020, pp 1082-1095",2,https://dl.acm.org/doi/10.1109/TNSM.2020.2978685,N/A
244,ACM,The role of conflict in determining consensus on quality in Wikipedia articles,Kim Osman,2013,Conference,"WikiSym '13: Proceedings of the 9th International Symposium on Open Collaboration, August 2013, Article No.: 12, pp 1-6",7,https://dl.acm.org/doi/10.1145/2491055.2491067,https://dl.acm.org/doi/pdf/10.1145/2491055.2491067
245,ACM,Mutual evaluation of editors and texts for assessing quality of Wikipedia articles,"Yu Suzuki, Masatoshi Yoshikawa",2012,Conference,"WikiSym '12: Proceedings of the Eighth Annual International Symposium on Wikis and Open Collaboration, August 2012, Article No.: 18, pp 1-10",11,https://dl.acm.org/doi/10.1145/2462932.2462956,https://dl.acm.org/doi/pdf/10.1145/2462932.2462956
246,ACM,Automatically Labeling Low Quality Content on Wikipedia By Leveraging Patterns in Editing Behaviors,"Sumit Asthana, Sabrina Tobar Thommel, Aaron Lee Halfaker, Nikola Banovic",2021,Conference,"Proceedings of the ACM on Human-Computer Interaction (PACMHCI), Volume 5, Issue CSCW2, October 2021, Article No.: 359, pp 1-23",1,https://dl.acm.org/doi/10.1145/3479503,https://dl.acm.org/doi/pdf/10.1145/3479503
247,ACM,Measuring Wikipedia Article Quality in One Dimension by Extending ORES with Ordinal Regression,Nathan Teblunthuis,2021,Conference,"OpenSym '21: Proceedings of the 17th International Symposium on Open Collaboration, September 2021, Article No.: 5, pp 1-10",0,https://dl.acm.org/doi/10.1145/3479986.3479991,https://dl.acm.org/doi/pdf/10.1145/3479986.3479991
248,ACM,Indicator of quality for environmental articles on Wikipedia at the higher education level,"Eduard Petiška, Bedřich Moldan",2021,Journal,"Journal of Information Science (JIPP), Volume 47, Issue 2, Apr 2021, pp 269-280",0,https://dl.acm.org/doi/10.1177/0165551519888607,N/A
249,ACM,Assessing quality score of Wikipedia article using mutual evaluation of editors and texts,"Yu Suzuki, Masatoshi Yoshikawa",2013,Conference,"CIKM '13: Proceedings of the 22nd ACM international conference on Information & Knowledge Management, October 2013, pp 1727-1732",8,https://dl.acm.org/doi/10.1145/2505515.2505610,https://dl.acm.org/doi/pdf/10.1145/2505515.2505610
250,ACM,Using Hyperlink Texts to Improve Quality of Identifying Document Topics Based on Wikipedia,"Dat T. Huynh, Tru H. Cao, Phuong H. T. Pham, Toan N. Hoang",2009,Conference,"KSE '09: Proceedings of the 2009 International Conference on Knowledge and Systems Engineering, October 2009, pp 249-254",1,https://dl.acm.org/doi/10.1109/KSE.2009.20,N/A
251,ACM,Ranking of Wikipedia articles in search engines revisited: Fair ranking for reasonable quality?,"Dirk Lewandowski, Ulrike Spree",2011,Journal,"Journal of the American Society for Information Science and Technology (JASIST), Volume 62, Issue 1, January 2011, pp 117-132",7,https://dl.acm.org/doi/10.1002/asi.21423,N/A
252,ACM,Assessing the quality of health-related Wikipedia articles with generic and specific metrics,"Luís Couto, Carla Teixeira Lopes",2021,Conference,"WWW '21: Companion Proceedings of the Web Conference 2021, April 2021, pp 640-647",1,https://dl.acm.org/doi/10.1145/3442442.3452355,N/A
253,ACM,An end-to-end learning solution for assessing the quality of Wikipedia articles,"Quang-Vinh Dang, Claudia-Lavinia Ignat",2017,Conference,"OpenSym '17: Proceedings of the 13th International Symposium on Open Collaboration, August 2017, Article No.: 4, pp 1-10",17,https://dl.acm.org/doi/10.1145/3125433.3125448,https://dl.acm.org/doi/pdf/10.1145/3125433.3125448
254,ACM,"Creating High-Quality Products in Open Content Virtual Communities - Exploring Wikipedia, the Free Encyclopedia",Kevin Carillo,2007,unknown,N/A,0,https://dl.acm.org/doi/book/10.5555/1554935,N/A
255,ACM,"How do metrics of link analysis correlate to quality, relevance and popularity in wikipedia?","Raíza Hanada, Marco Cristo, Maria da Graça Campos Pimentel",2013,Conference,"WebMedia '13: Proceedings of the 19th Brazilian symposium on Multimedia and the web, November 2013, pp 105-112",6,https://dl.acm.org/doi/10.1145/2526188.2526198,https://dl.acm.org/doi/pdf/10.1145/2526188.2526198
256,ACM,Quality Evaluation of Search Results by Typicality and Speciality of Terms Extracted from Wikipedia,"Makoto Nakatani, Adam Jatowt, Hiroaki Ohshima, Katsumi Tanaka",2009,Conference,"DASFAA '09: Proceedings of the 14th International Conference on Database Systems for Advanced Applications, March 2009, pp 570-584",4,https://dl.acm.org/doi/10.1007/978-3-642-00887-0_50,N/A
257,ACM,Personal communication networks and their positive effects on online collaboration and outcome quality on Wikipedia,Michail Tsikerdekis,2016,Journal,"Journal of the Association for Information Science and Technology (JAIST), Volume 67, Issue 4, April 2016, pp 812-823",2,https://dl.acm.org/doi/10.1002/asi.23429,N/A
258,ACM,Equal opportunities in the access to quality online health information? A multi-lingual study on Wikipedia,"Luis Couto, Carla Teixeira Lopes",2021,Conference,"OpenSym '21: Proceedings of the 17th International Symposium on Open Collaboration, September 2021, Article No.: 13, pp 1-13",0,https://dl.acm.org/doi/10.1145/3479986.3480000,N/A
259,ACM,Wikipedia and Westminster: Quality and Dynamics of Wikipedia Pages about UK Politicians,"Pushkal Agarwal, Miriam Redi, Nishanth Sastry, Edward Wood, Andrew Blick",2020,Conference,"HT '20: Proceedings of the 31st ACM Conference on Hypertext and Social Media, July 2020, pp 161-166",3,https://dl.acm.org/doi/10.1145/3372923.3404817,https://dl.acm.org/doi/pdf/10.1145/3372923.3404817
260,ACM,An investigation of the relationship between the amount of extra-textual data and the quality of Wikipedia articles,"Marcelo Yuji Himoro, Raíza Hanada, Marco Cristo, Maria da Graça Campos Pimentel",2013,Conference,"WebMedia '13: Proceedings of the 19th Brazilian symposium on Multimedia and the web, November 2013, pp 333-336",0,https://dl.acm.org/doi/10.1145/2526188.2526218,https://dl.acm.org/doi/pdf/10.1145/2526188.2526218
261,ACM,Quality assessment of wikipedia articles: a deep learning approach by Quang Vinh Dang and Claudia-Lavinia Ignat with Martin Vesely as coordinator,"Quang Vinh Dang, Claudia-Lavinia Ignat",2016,unknown,"ACM SIGWEB Newsletter (SIGWEB), Issue Autumn, Autumn 2016, Article No.: 5, pp 1-6",5,https://dl.acm.org/doi/10.1145/2996442.2996447,https://dl.acm.org/doi/pdf/10.1145/2996442.2996447
262,ACM,Cultural diversity of quality of information on Wikipedias,"Dariusz Jemielniak, Maciej Wilamowski",2017,Journal,"Journal of the Association for Information Science and Technology (JAIST), Volume 68, Issue 10, October 2017, pp 2460-2470",6,https://dl.acm.org/doi/10.5555/3204593.3204607,N/A
263,ACM,Harnessing the wisdom of crowds in wikipedia: quality through coordination,"Aniket Kittur, Robert E. Kraut",2008,Conference,"CSCW '08: Proceedings of the 2008 ACM conference on Computer supported cooperative work, November 2008, pp 37-46",387,https://dl.acm.org/doi/10.1145/1460563.1460572,https://dl.acm.org/doi/pdf/10.1145/1460563.1460572
264,ACM,Predicting quality flaws in user-generated content: the case of wikipedia,"Maik Anderka, Benno Stein, Nedim Lipka",2012,Conference,"SIGIR '12: Proceedings of the 35th international ACM SIGIR conference on Research and development in information retrieval, August 2012, pp 981-990",46,https://dl.acm.org/doi/10.1145/2348283.2348413,https://dl.acm.org/doi/pdf/10.1145/2348283.2348413
265,ACM,Information quality assessment of community generated content: A user study of Wikipedia,"Eti Yaari, Shifra Baruchson-Arbib, Judit Bar-Ilan",2011,Journal,"Journal of Information Science (JIPP), Volume 37, Issue 5, October   2011, pp 487-498",13,https://dl.acm.org/doi/10.1177/0165551511416065,N/A
266,ACM,Diversity of editors and teams versus quality of cooperative work: experiments on wikipedia,"Marcin Sydow, Katarzyna Baraniak, Paweł Teisseyre",2017,Journal,"Journal of Intelligent Information Systems (JIIS), Volume 48, Issue 3, June      2017, pp 601-632",3,https://dl.acm.org/doi/10.1007/s10844-016-0428-1,N/A
267,ACM,Interactive Quality Analytics of User-generated Content: An Integrated Toolkit for the Case of Wikipedia,"Cecilia Di Sciascio, David Strohmaier, Marcelo Errecalde, Eduardo Veas",2019,unknown,"ACM Transactions on Interactive Intelligent Systems (TIIS), Volume 9, Issue 2-3, September 2019, Article No.: 13, pp 1-42",2,https://dl.acm.org/doi/10.1145/3150973,https://dl.acm.org/doi/pdf/10.1145/3150973
268,ACM,Automatic quality assessment of content created collaboratively by web communities: a case study of wikipedia,"Daniel Hasan Dalip, Marcos André Gonçalves, Marco Cristo, Pável Calado",2009,Conference,"JCDL '09: Proceedings of the 9th ACM/IEEE-CS joint conference on Digital libraries, June 2009, pp 295-304",68,https://dl.acm.org/doi/10.1145/1555400.1555449,https://dl.acm.org/doi/pdf/10.1145/1555400.1555449
269,ACM,A deep learning-based quality assessment model of collaboratively edited documents: A case study of Wikipedia,"Ping Wang, Xiaodan Li, Renli Wu",2021,Journal,"Journal of Information Science (JIPP), Volume 47, Issue 2, Apr 2021, pp 176-191",0,https://dl.acm.org/doi/10.1177/0165551519877646,N/A
270,ACM,Quality Assessment of Peer-Produced Content in Knowledge Repositories Using Big Data and Social Networks: The Case of Implicit Collaboration in Wikipedia,Srikar Velichety,2019,unknown,"ACM SIGMIS Database: the DATABASE for Advances in Information Systems (SIGMIS), Volume 50, Issue 4, November 2019, pp 28-51",1,https://dl.acm.org/doi/10.1145/3371041.3371045,https://dl.acm.org/doi/pdf/10.1145/3371041.3371045
271,ACM,QuWi: quality control in Wikipedia,"Alberto Cusinato, Vincenzo Della Mea, Francesco Di Salvatore, Stefano Mizzaro",2009,Conference,"WICOW '09: Proceedings of the 3rd workshop on Information credibility on the web, April 2009, pp 27-34",16,https://dl.acm.org/doi/10.1145/1526993.1527001,https://dl.acm.org/doi/pdf/10.1145/1526993.1527001
272,ACM,WikiLyzer: Interactive Information Quality Assessment in Wikipedia,"Cecilia di Sciascio, David Strohmaier, Marcelo Errecalde, Eduardo Veas",2017,Conference,"IUI '17: Proceedings of the 22nd International Conference on Intelligent User Interfaces, March 2017, pp 377-388",5,https://dl.acm.org/doi/10.1145/3025171.3025201,https://dl.acm.org/doi/pdf/10.1145/3025171.3025201
273,ACM,Tell me more: an actionable quality model for Wikipedia,"Morten Warncke-Wang, Dan Cosley, John Riedl",2013,Conference,"WikiSym '13: Proceedings of the 9th International Symposium on Open Collaboration, August 2013, Article No.: 8, pp 1-10",61,https://dl.acm.org/doi/10.1145/2491055.2491063,https://dl.acm.org/doi/pdf/10.1145/2491055.2491063
274,ACM,"A jury of your peers: quality, experience and ownership in Wikipedia","Aaron Halfaker, Aniket Kittur, Robert Kraut, John Riedl",2009,Conference,"WikiSym '09: Proceedings of the 5th International Symposium on Wikis and Open Collaboration, October 2009, Article No.: 15, pp 1-10",58,https://dl.acm.org/doi/10.1145/1641309.1641332,https://dl.acm.org/doi/pdf/10.1145/1641309.1641332
275,ACM,Your process is showing: controversy management and perceived quality in wikipedia,"W. Ben Towne, Aniket Kittur, Peter Kinnaird, James Herbsleb",2013,Conference,"CSCW '13: Proceedings of the 2013 conference on Computer supported cooperative work, February 2013, pp 1059-1068",10,https://dl.acm.org/doi/10.1145/2441776.2441896,https://dl.acm.org/doi/pdf/10.1145/2441776.2441896
